Fips,Location,Coverage Type,Race / Ethnicity,TimeFrame,Data Type,Data,MOE
48,Texas,Insured,White,2014,Number,10316227,
48,Texas,Public,White,2014,Percent,0.24341,0.002731
48,Texas,Public,White,2014,Number,2815206,
48,Texas,Private,White,2014,Percent,0.64856,0.004517
48,Texas,Private,White,2014,Number,7501021,
48,Texas,Medicare,White,2014,Percent,0.18586,0.001229
48,Texas,Medicare,White,2014,Number,2149563,
48,Texas,Employer,White,2014,Percent,0.57681,0.004697
48,Texas,Employer,White,2014,Number,6671156,
48,Texas,Medicaid/CHIP,White,2014,Percent,0.05755,0.002368
48,Texas,Medicaid/CHIP,White,2014,Number,665643,
48,Texas,Individual,White,2014,Percent,0.07175,0.002706
48,Texas,Individual,White,2014,Number,829865,
48,Texas,Uninsured,White,2014,Percent,0.10803,0.003175
48,Texas,Uninsured,White,2014,Number,1249424,
48,Texas,Insured,African-American / Black,2014,Percent,0.84501,0.006948
48,Texas,Insured,African-American / Black,2014,Number,2582102,
48,Texas,Public,African-American / Black,2014,Percent,0.30906,0.007088
48,Texas,Public,African-American / Black,2014,Number,944400,
48,Texas,Private,African-American / Black,2014,Percent,0.53595,0.009478
48,Texas,Private,African-American / Black,2014,Number,1637702,
48,Texas,Medicare,African-American / Black,2014,Percent,0.11856,0.003039
48,Texas,Medicare,African-American / Black,2014,Number,362290,
48,Texas,Employer,African-American / Black,2014,Percent,0.49265,0.010246
48,Texas,Employer,African-American / Black,2014,Number,1505404,
48,Texas,Medicaid/CHIP,African-American / Black,2014,Percent,0.1905,0.006542
48,Texas,Medicaid/CHIP,African-American / Black,2014,Number,582110,
48,Texas,Individual,African-American / Black,2014,Percent,0.0433,0.003913
48,Texas,Individual,African-American / Black,2014,Number,132298,
48,Texas,Uninsured,African-American / Black,2014,Percent,0.15499,0.006948
48,Texas,Uninsured,African-American / Black,2014,Number,473599,
48,Texas,Insured,Asian,2014,Percent,0.85521,0.012283
48,Texas,Insured,Asian,2014,Number,982531,
48,Texas,Public,Asian,2014,Percent,0.14413,0.008992
48,Texas,Public,Asian,2014,Number,165583,
48,Texas,Private,Asian,2014,Percent,0.71109,0.01506
48,Texas,Private,Asian,2014,Number,816948,
48,Texas,Medicare,Asian,2014,Percent,0.07751,0.004282
48,Texas,Medicare,Asian,2014,Number,89054,
48,Texas,Employer,Asian,2014,Percent,0.58446,0.018254
48,Texas,Employer,Asian,2014,Number,671467,
48,Texas,Medicaid/CHIP,Asian,2014,Percent,0.06661,0.007764
48,Texas,Medicaid/CHIP,Asian,2014,Number,76529,
48,Texas,Individual,Asian,2014,Percent,0.12663,0.012091
48,Texas,Individual,Asian,2014,Number,145481,
48,Texas,Uninsured,Asian,2014,Percent,0.14479,0.012283
48,Texas,Uninsured,Asian,2014,Number,166344,
48,Texas,Insured,Other / Multiple Races,2014,Percent,0.87561,0.012765
48,Texas,Insured,Other / Multiple Races,2014,Number,462756,
48,Texas,Public,Other / Multiple Races,2014,Percent,0.22635,0.019066
48,Texas,Public,Other / Multiple Races,2014,Number,119626,
48,Texas,Private,Other / Multiple Races,2014,Percent,0.64926,0.019921
48,Texas,Private,Other / Multiple Races,2014,Number,343130,
48,Texas,Medicare,Other / Multiple Races,2014,Percent,0.08877,0.009519
48,Texas,Medicare,Other / Multiple Races,2014,Number,46912,
48,Texas,Employer,Other / Multiple Races,2014,Percent,0.59432,0.019652
48,Texas,Employer,Other / Multiple Races,2014,Number,314093,
48,Texas,Medicaid/CHIP,Other / Multiple Races,2014,Percent,0.13759,0.017524
48,Texas,Medicaid/CHIP,Other / Multiple Races,2014,Number,72714,
48,Texas,Individual,Other / Multiple Races,2014,Percent,0.05494,0.008651
48,Texas,Individual,Other / Multiple Races,2014,Number,29037,
48,Texas,Uninsured,Other / Multiple Races,2014,Percent,0.12439,0.012765
48,Texas,Uninsured,Other / Multiple Races,2014,Number,65738,
49,Utah,Insured,Hispanic / Latino,2014,Percent,0.67678,0.032085
49,Utah,Insured,Hispanic / Latino,2014,Number,265635,
49,Utah,Public,Hispanic / Latino,2014,Percent,0.2268,0.025636
49,Utah,Public,Hispanic / Latino,2014,Number,89017,
49,Utah,Private,Hispanic / Latino,2014,Percent,0.44998,0.031695
49,Utah,Private,Hispanic / Latino,2014,Number,176618,
49,Utah,Medicare,Hispanic / Latino,2014,Percent,0.04202,0.006599
49,Utah,Medicare,Hispanic / Latino,2014,Number,16493,
49,Utah,Employer,Hispanic / Latino,2014,Percent,0.40795,0.033433
49,Utah,Employer,Hispanic / Latino,2014,Number,160120,
49,Utah,Medicaid/CHIP,Hispanic / Latino,2014,Percent,0.18478,0.023486
49,Utah,Medicaid/CHIP,Hispanic / Latino,2014,Number,72524,
49,Utah,Individual,Hispanic / Latino,2014,Percent,0.04203,0.010956
49,Utah,Individual,Hispanic / Latino,2014,Number,16498,
49,Utah,Uninsured,Hispanic / Latino,2014,Percent,0.32322,0.032085
49,Utah,Uninsured,Hispanic / Latino,2014,Number,126864,
49,Utah,Insured,White,2014,Percent,0.91108,0.007324
49,Utah,Insured,White,2014,Number,2109262,
49,Utah,Public,White,2014,Percent,0.18214,0.005522
49,Utah,Public,White,2014,Number,421669,
49,Utah,Private,White,2014,Percent,0.72894,0.008626
49,Utah,Private,White,2014,Number,1687593,
49,Utah,Medicare,White,2014,Percent,0.12694,0.002173
49,Utah,Medicare,White,2014,Number,293877,
49,Utah,Employer,White,2014,Percent,0.64095,0.011416
49,Utah,Employer,White,2014,Number,1483872,
49,Utah,Medicaid/CHIP,White,2014,Percent,0.0552,0.004937
49,Utah,Medicaid/CHIP,White,2014,Number,127792,
49,Utah,Individual,White,2014,Percent,0.088,0.007354
49,Utah,Individual,White,2014,Number,203721,
49,Utah,Uninsured,White,2014,Percent,0.08892,0.007324
49,Utah,Uninsured,White,2014,Number,205868,
49,Utah,Insured,African-American / Black,2014,Percent,0.82177,0.107622
49,Utah,Insured,African-American / Black,2014,Number,25193,
49,Utah,Public,African-American / Black,2014,Percent,0.20605,0.090983
49,Utah,Public,African-American / Black,2014,Number,6317,
49,Utah,Private,African-American / Black,2014,Percent,0.61572,0.09778
49,Utah,Private,African-American / Black,2014,Number,18876,
49,Utah,Medicare,African-American / Black,2014,Percent,0.06866,0.042032
49,Utah,Medicare,African-American / Black,2014,Number,2105,
49,Utah,Employer,African-American / Black,2014,Percent,0.55632,0.090005
49,Utah,Employer,African-American / Black,2014,Number,17055,
49,Utah,Medicaid/CHIP,African-American / Black,2014,Percent,0.13739,0.075581
49,Utah,Medicaid/CHIP,African-American / Black,2014,Number,4212,
49,Utah,Individual,African-American / Black,2014,Percent,0.0594,0.034343
49,Utah,Individual,African-American / Black,2014,Number,1821,
49,Utah,Uninsured,African-American / Black,2014,Percent,0.17823,0.107622
49,Utah,Uninsured,African-American / Black,2014,Number,5464,
49,Utah,Insured,Asian,2014,Percent,0.89163,0.030622
49,Utah,Insured,Asian,2014,Number,59429,
49,Utah,Public,Asian,2014,Percent,0.17422,0.057832
49,Utah,Public,Asian,2014,Number,11612,
49,Utah,Private,Asian,2014,Percent,0.71741,0.064863
49,Utah,Private,Asian,2014,Number,47817,
49,Utah,Medicare,Asian,2014,Percent,0.09374,0.026153
49,Utah,Medicare,Asian,2014,Number,6248,
49,Utah,Employer,Asian,2014,Percent,0.58405,0.066829
49,Utah,Employer,Asian,2014,Number,38928,
49,Utah,Medicaid/CHIP,Asian,2014,Percent,0.08048,0.056156
49,Utah,Medicaid/CHIP,Asian,2014,Number,5364,
49,Utah,Individual,Asian,2014,Percent,0.13336,0.044814
49,Utah,Individual,Asian,2014,Number,8889,
49,Utah,Uninsured,Asian,2014,Percent,0.10837,0.030622
49,Utah,Uninsured,Asian,2014,Number,7223,
49,Utah,Insured,Other / Multiple Races,2014,Percent,0.88085,0.028619
49,Utah,Insured,Other / Multiple Races,2014,Number,101736,
49,Utah,Public,Other / Multiple Races,2014,Percent,0.24256,0.045189
49,Utah,Public,Other / Multiple Races,2014,Number,28015,
49,Utah,Private,Other / Multiple Races,2014,Percent,0.63829,0.052836
49,Utah,Private,Other / Multiple Races,2014,Number,73721,
49,Utah,Medicare,Other / Multiple Races,2014,Percent,0.0557,0.015723
49,Utah,Medicare,Other / Multiple Races,2014,Number,6433,
49,Utah,Employer,Other / Multiple Races,2014,Percent,0.59798,0.056472
49,Utah,Employer,Other / Multiple Races,2014,Number,69065,
49,Utah,Medicaid/CHIP,Other / Multiple Races,2014,Percent,0.18686,0.044234
49,Utah,Medicaid/CHIP,Other / Multiple Races,2014,Number,21582,
49,Utah,Individual,Other / Multiple Races,2014,Percent,0.04031,0.01838
49,Utah,Individual,Other / Multiple Races,2014,Number,4656,
49,Utah,Uninsured,Other / Multiple Races,2014,Percent,0.11915,0.028619
49,Utah,Uninsured,Other / Multiple Races,2014,Number,13761,
50,Vermont,Insured,Hispanic / Latino,2014,Percent,0.98177,0.027924
50,Vermont,Insured,Hispanic / Latino,2014,Number,9692,
50,Vermont,Public,Hispanic / Latino,2014,Percent,0.36295,0.144558
50,Vermont,Public,Hispanic / Latino,2014,Number,3583,
50,Vermont,Private,Hispanic / Latino,2014,Percent,0.61882,0.15563
50,Vermont,Private,Hispanic / Latino,2014,Number,6109,
50,Vermont,Medicare,Hispanic / Latino,2014,Percent,0.19814,0.133428
50,Vermont,Medicare,Hispanic / Latino,2014,Number,1956,
50,Vermont,Employer,Hispanic / Latino,2014,Percent,0.57537,0.156406
50,Vermont,Employer,Hispanic / Latino,2014,Number,5680,
50,Vermont,Medicaid/CHIP,Hispanic / Latino,2014,Percent,0.16481,0.107313
50,Vermont,Medicaid/CHIP,Hispanic / Latino,2014,Number,1627,
50,Vermont,Individual,Hispanic / Latino,2014,Percent,0.04346,0.045446
50,Vermont,Individual,Hispanic / Latino,2014,Number,429,
50,Vermont,Uninsured,Hispanic / Latino,2014,Percent,0.01823,0.027924
50,Vermont,Uninsured,Hispanic / Latino,2014,Number,180,
50,Vermont,Insured,White,2014,Percent,0.95533,0.007432
50,Vermont,Insured,White,2014,Number,552353,
50,Vermont,Public,White,2014,Percent,0.38064,0.019036
50,Vermont,Public,White,2014,Number,220079,
50,Vermont,Private,White,2014,Percent,0.57469,0.021826
50,Vermont,Private,White,2014,Number,332274,
50,Vermont,Medicare,White,2014,Percent,0.20095,0.00732
50,Vermont,Medicare,White,2014,Number,116183,
50,Vermont,Employer,White,2014,Percent,0.50799,0.022588
50,Vermont,Employer,White,2014,Number,293708,
50,Vermont,Medicaid/CHIP,White,2014,Percent,0.1797,0.016207
50,Vermont,Medicaid/CHIP,White,2014,Number,103896,
50,Vermont,Individual,White,2014,Percent,0.0667,0.010565
50,Vermont,Individual,White,2014,Number,38566,
50,Vermont,Uninsured,White,2014,Percent,0.04467,0.007432
50,Vermont,Uninsured,White,2014,Number,25828,
50,Vermont,Insured,African-American / Black,2014,Percent,0.98057,0.043017
50,Vermont,Insured,African-American / Black,2014,Number,6004,
50,Vermont,Public,African-American / Black,2014,Percent,0.44815,0.136884
50,Vermont,Public,African-American / Black,2014,Number,2744,
50,Vermont,Private,African-American / Black,2014,Percent,0.53242,0.141782
50,Vermont,Private,African-American / Black,2014,Number,3260,
50,Vermont,Medicare,African-American / Black,2014,Percent,0.09015,0.095293
50,Vermont,Medicare,African-American / Black,2014,Number,552,
50,Vermont,Employer,African-American / Black,2014,Percent,0.46726,0.149726
50,Vermont,Employer,African-American / Black,2014,Number,2861,
50,Vermont,Medicaid/CHIP,African-American / Black,2014,Percent,0.35799,0.14059
50,Vermont,Medicaid/CHIP,African-American / Black,2014,Number,2192,
50,Vermont,Individual,African-American / Black,2014,Percent,0.06516,0.109343
50,Vermont,Individual,African-American / Black,2014,Number,399,
50,Vermont,Uninsured,African-American / Black,2014,Percent,0.01944,0.043017
50,Vermont,Uninsured,African-American / Black,2014,Number,119,
50,Vermont,Insured,Asian,2014,Percent,0.85232,0.085141
50,Vermont,Insured,Asian,2014,Number,10856,
50,Vermont,Public,Asian,2014,Percent,0.41376,0.190036
50,Vermont,Public,Asian,2014,Number,5270,
50,Vermont,Private,Asian,2014,Percent,0.43857,0.189422
50,Vermont,Private,Asian,2014,Number,5586,
50,Vermont,Medicare,Asian,2014,Percent,0.05653,0.048425
50,Vermont,Medicare,Asian,2014,Number,720,
50,Vermont,Employer,Asian,2014,Percent,0.34365,0.184748
50,Vermont,Employer,Asian,2014,Number,4377,
50,Vermont,Medicaid/CHIP,Asian,2014,Percent,0.35723,0.182475
50,Vermont,Medicaid/CHIP,Asian,2014,Number,4550,
50,Vermont,Individual,Asian,2014,Percent,0.09492,0.123213
50,Vermont,Individual,Asian,2014,Number,1209,
50,Vermont,Uninsured,Asian,2014,Percent,0.14768,0.085141
50,Vermont,Uninsured,Asian,2014,Number,1881,
50,Vermont,Insured,Other / Multiple Races,2014,Percent,0.97038,0.036656
50,Vermont,Insured,Other / Multiple Races,2014,Number,13661,
50,Vermont,Public,Other / Multiple Races,2014,Percent,0.47592,0.103824
50,Vermont,Public,Other / Multiple Races,2014,Number,6700,
50,Vermont,Private,Other / Multiple Races,2014,Percent,0.49446,0.108213
50,Vermont,Private,Other / Multiple Races,2014,Number,6961,
50,Vermont,Medicare,Other / Multiple Races,2014,Percent,0.1226,0.079415
50,Vermont,Medicare,Other / Multiple Races,2014,Number,1726,
50,Vermont,Employer,Other / Multiple Races,2014,Percent,0.47159,0.110437
50,Vermont,Employer,Other / Multiple Races,2014,Number,6639,
50,Vermont,Medicaid/CHIP,Other / Multiple Races,2014,Percent,0.35332,0.113867
50,Vermont,Medicaid/CHIP,Other / Multiple Races,2014,Number,4974,
50,Vermont,Individual,Other / Multiple Races,2014,Percent,0.02287,0.035134
50,Vermont,Individual,Other / Multiple Races,2014,Number,322,
50,Vermont,Uninsured,Other / Multiple Races,2014,Percent,0.02962,0.036656
50,Vermont,Uninsured,Other / Multiple Races,2014,Number,417,
51,Virginia,Insured,Hispanic / Latino,2014,Percent,0.73455,0.020614
51,Virginia,Insured,Hispanic / Latino,2014,Number,534581,
51,Virginia,Public,Hispanic / Latino,2014,Percent,0.171,0.013217
51,Virginia,Public,Hispanic / Latino,2014,Number,124451,
51,Virginia,Private,Hispanic / Latino,2014,Percent,0.56354,0.025375
51,Virginia,Private,Hispanic / Latino,2014,Number,410130,
51,Virginia,Medicare,Hispanic / Latino,2014,Percent,0.03893,0.00601
51,Virginia,Medicare,Hispanic / Latino,2014,Number,28333,
51,Virginia,Employer,Hispanic / Latino,2014,Percent,0.50593,0.025639
51,Virginia,Employer,Hispanic / Latino,2014,Number,368197,
51,Virginia,Medicaid/CHIP,Hispanic / Latino,2014,Percent,0.13207,0.012557
51,Virginia,Medicaid/CHIP,Hispanic / Latino,2014,Number,96118,
51,Virginia,Individual,Hispanic / Latino,2014,Percent,0.05762,0.007898
51,Virginia,Individual,Hispanic / Latino,2014,Number,41933,
51,Virginia,Uninsured,Hispanic / Latino,2014,Percent,0.26545,0.020614
51,Virginia,Uninsured,Hispanic / Latino,2014,Number,193188,
51,Virginia,Insured,White,2014,Percent,0.92609,0.004209
51,Virginia,Insured,White,2014,Number,4812320,
51,Virginia,Public,White,2014,Percent,0.23465,0.003998
51,Virginia,Public,White,2014,Number,1219325,
51,Virginia,Private,White,2014,Percent,0.69144,0.005853
51,Virginia,Private,White,2014,Number,3592995,
51,Virginia,Medicare,White,2014,Percent,0.18201,0.001606
51,Virginia,Medicare,White,2014,Number,945798,
51,Virginia,Employer,White,2014,Percent,0.62454,0.006394
51,Virginia,Employer,White,2014,Number,3245365,
51,Virginia,Medicaid/CHIP,White,2014,Percent,0.05264,0.00369
51,Virginia,Medicaid/CHIP,White,2014,Number,273527,
51,Virginia,Individual,White,2014,Percent,0.0669,0.003186
51,Virginia,Individual,White,2014,Number,347630,
51,Virginia,Uninsured,White,2014,Percent,0.07391,0.004209
51,Virginia,Uninsured,White,2014,Number,384088,
51,Virginia,Insured,African-American / Black,2014,Percent,0.86333,0.009086
51,Virginia,Insured,African-American / Black,2014,Number,1323252,
51,Virginia,Public,African-American / Black,2014,Percent,0.307,0.011445
51,Virginia,Public,African-American / Black,2014,Number,470547,
51,Virginia,Private,African-American / Black,2014,Percent,0.55633,0.013842
51,Virginia,Private,African-American / Black,2014,Number,852705,
51,Virginia,Medicare,African-American / Black,2014,Percent,0.13821,0.004415
51,Virginia,Medicare,African-American / Black,2014,Number,211839,
51,Virginia,Employer,African-American / Black,2014,Percent,0.5084,0.013801
51,Virginia,Employer,African-American / Black,2014,Number,779239,
51,Virginia,Medicaid/CHIP,African-American / Black,2014,Percent,0.16879,0.010884
51,Virginia,Medicaid/CHIP,African-American / Black,2014,Number,258708,
51,Virginia,Individual,African-American / Black,2014,Percent,0.04793,0.006394
51,Virginia,Individual,African-American / Black,2014,Number,73466,
51,Virginia,Uninsured,African-American / Black,2014,Percent,0.13667,0.009086
51,Virginia,Uninsured,African-American / Black,2014,Number,209471,
51,Virginia,Insured,Asian,2014,Percent,0.86916,0.017699
51,Virginia,Insured,Asian,2014,Number,442379,
51,Virginia,Public,Asian,2014,Percent,0.1266,0.010022
51,Virginia,Public,Asian,2014,Number,64436,
51,Virginia,Private,Asian,2014,Percent,0.74256,0.021399
51,Virginia,Private,Asian,2014,Number,377943,
51,Virginia,Medicare,Asian,2014,Percent,0.08943,0.006805
51,Virginia,Medicare,Asian,2014,Number,45515,
51,Virginia,Employer,Asian,2014,Percent,0.62361,0.024808
51,Virginia,Employer,Asian,2014,Number,317401,
51,Virginia,Medicaid/CHIP,Asian,2014,Percent,0.03718,0.007656
51,Virginia,Medicaid/CHIP,Asian,2014,Number,18921,
51,Virginia,Individual,Asian,2014,Percent,0.11895,0.014512
51,Virginia,Individual,Asian,2014,Number,60542,
51,Virginia,Uninsured,Asian,2014,Percent,0.13084,0.017699
51,Virginia,Uninsured,Asian,2014,Number,66592,
51,Virginia,Insured,Other / Multiple Races,2014,Percent,0.90702,0.020848
51,Virginia,Insured,Other / Multiple Races,2014,Number,237127,
51,Virginia,Public,Other / Multiple Races,2014,Percent,0.17972,0.018515
51,Virginia,Public,Other / Multiple Races,2014,Number,46984,
51,Virginia,Private,Other / Multiple Races,2014,Percent,0.7273,0.027735
51,Virginia,Private,Other / Multiple Races,2014,Number,190143,
51,Virginia,Medicare,Other / Multiple Races,2014,Percent,0.05565,0.011921
51,Virginia,Medicare,Other / Multiple Races,2014,Number,14548,
51,Virginia,Employer,Other / Multiple Races,2014,Percent,0.67521,0.030453
51,Virginia,Employer,Other / Multiple Races,2014,Number,176525,
51,Virginia,Medicaid/CHIP,Other / Multiple Races,2014,Percent,0.12407,0.019057
51,Virginia,Medicaid/CHIP,Other / Multiple Races,2014,Number,32436,
51,Virginia,Individual,Other / Multiple Races,2014,Percent,0.05209,0.01224
51,Virginia,Individual,Other / Multiple Races,2014,Number,13618,
51,Virginia,Uninsured,Other / Multiple Races,2014,Percent,0.09298,0.020848
51,Virginia,Uninsured,Other / Multiple Races,2014,Number,24309,
53,Washington,Insured,Hispanic / Latino,2014,Percent,0.79245,0.015085
53,Washington,Insured,Hispanic / Latino,2014,Number,674777,
53,Washington,Public,Hispanic / Latino,2014,Percent,0.3408,0.015297
53,Washington,Public,Hispanic / Latino,2014,Number,290195,
53,Washington,Private,Hispanic / Latino,2014,Percent,0.45165,0.020034
53,Washington,Private,Hispanic / Latino,2014,Number,384582,
53,Washington,Medicare,Hispanic / Latino,2014,Percent,0.04782,0.004401
53,Washington,Medicare,Hispanic / Latino,2014,Number,40720,
53,Washington,Employer,Hispanic / Latino,2014,Percent,0.38439,0.018827
53,Washington,Employer,Hispanic / Latino,2014,Number,327310,
53,Washington,Medicaid/CHIP,Hispanic / Latino,2014,Percent,0.29298,0.014168
53,Washington,Medicaid/CHIP,Hispanic / Latino,2014,Number,249475,
53,Washington,Individual,Hispanic / Latino,2014,Percent,0.06726,0.011243
53,Washington,Individual,Hispanic / Latino,2014,Number,57272,
53,Washington,Uninsured,Hispanic / Latino,2014,Percent,0.20755,0.015085
53,Washington,Uninsured,Hispanic / Latino,2014,Number,176729,
53,Washington,Insured,White,2014,Percent,0.92969,0.004008
53,Washington,Insured,White,2014,Number,4576761,
53,Washington,Public,White,2014,Percent,0.29339,0.004647
53,Washington,Public,White,2014,Number,1444339,
53,Washington,Private,White,2014,Percent,0.6363,0.006458
53,Washington,Private,White,2014,Number,3132422,
53,Washington,Medicare,White,2014,Percent,0.19025,0.001918
53,Washington,Medicare,White,2014,Number,936593,
53,Washington,Employer,White,2014,Percent,0.56815,0.006728
53,Washington,Employer,White,2014,Number,2796950,
53,Washington,Medicaid/CHIP,White,2014,Percent,0.10314,0.004221
53,Washington,Medicaid/CHIP,White,2014,Number,507746,
53,Washington,Individual,White,2014,Percent,0.06815,0.003426
53,Washington,Individual,White,2014,Number,335472,
53,Washington,Uninsured,White,2014,Percent,0.07031,0.004008
53,Washington,Uninsured,White,2014,Number,346110,
53,Washington,Insured,African-American / Black,2014,Percent,0.91904,0.018746
53,Washington,Insured,African-American / Black,2014,Number,212809,
53,Washington,Public,African-American / Black,2014,Percent,0.3509,0.038363
53,Washington,Public,African-American / Black,2014,Number,81253,
53,Washington,Private,African-American / Black,2014,Percent,0.56814,0.040863
53,Washington,Private,African-American / Black,2014,Number,131556,
53,Washington,Medicare,African-American / Black,2014,Percent,0.11691,0.017716
53,Washington,Medicare,African-American / Black,2014,Number,27072,
53,Washington,Employer,African-American / Black,2014,Percent,0.52792,0.042546
53,Washington,Employer,African-American / Black,2014,Number,122242,
53,Washington,Medicaid/CHIP,African-American / Black,2014,Percent,0.23399,0.03551
53,Washington,Medicaid/CHIP,African-American / Black,2014,Number,54181,
53,Washington,Individual,African-American / Black,2014,Percent,0.04022,0.015616
53,Washington,Individual,African-American / Black,2014,Number,9314,
53,Washington,Uninsured,African-American / Black,2014,Percent,0.08096,0.018746
53,Washington,Uninsured,African-American / Black,2014,Number,18747,
53,Washington,Insured,Asian,2014,Percent,0.91587,0.012165
53,Washington,Insured,Asian,2014,Number,500437,
53,Washington,Public,Asian,2014,Percent,0.21477,0.015201
53,Washington,Public,Asian,2014,Number,117352,
53,Washington,Private,Asian,2014,Percent,0.7011,0.017936
53,Washington,Private,Asian,2014,Number,383085,
53,Washington,Medicare,Asian,2014,Percent,0.10955,0.00738
53,Washington,Medicare,Asian,2014,Number,59859,
53,Washington,Employer,Asian,2014,Percent,0.59704,0.020988
53,Washington,Employer,Asian,2014,Number,326223,
53,Washington,Medicaid/CHIP,Asian,2014,Percent,0.10522,0.015475
53,Washington,Medicaid/CHIP,Asian,2014,Number,57493,
53,Washington,Individual,Asian,2014,Percent,0.10407,0.015556
53,Washington,Individual,Asian,2014,Number,56862,
53,Washington,Uninsured,Asian,2014,Percent,0.08413,0.012165
53,Washington,Uninsured,Asian,2014,Number,45968,
53,Washington,Insured,Other / Multiple Races,2014,Percent,0.88836,0.013425
53,Washington,Insured,Other / Multiple Races,2014,Number,400957,
53,Washington,Public,Other / Multiple Races,2014,Percent,0.31017,0.021238
53,Washington,Public,Other / Multiple Races,2014,Number,139995,
53,Washington,Private,Other / Multiple Races,2014,Percent,0.57819,0.022083
53,Washington,Private,Other / Multiple Races,2014,Number,260962,
53,Washington,Medicare,Other / Multiple Races,2014,Percent,0.06651,0.0069
53,Washington,Medicare,Other / Multiple Races,2014,Number,30021,
53,Washington,Employer,Other / Multiple Races,2014,Percent,0.53288,0.023382
53,Washington,Employer,Other / Multiple Races,2014,Number,240513,
53,Washington,Medicaid/CHIP,Other / Multiple Races,2014,Percent,0.24366,0.021378
53,Washington,Medicaid/CHIP,Other / Multiple Races,2014,Number,109974,
53,Washington,Individual,Other / Multiple Races,2014,Percent,0.04531,0.008031
53,Washington,Individual,Other / Multiple Races,2014,Number,20449,
53,Washington,Uninsured,Other / Multiple Races,2014,Percent,0.11164,0.013425
53,Washington,Uninsured,Other / Multiple Races,2014,Number,50390,
54,West Virginia,Insured,Hispanic / Latino,2014,Percent,0.86705,0.055429
54,West Virginia,Insured,Hispanic / Latino,2014,Number,18893,
54,West Virginia,Public,Hispanic / Latino,2014,Percent,0.39335,0.105592
54,West Virginia,Public,Hispanic / Latino,2014,Number,8571,
54,West Virginia,Private,Hispanic / Latino,2014,Percent,0.4737,0.12055
54,West Virginia,Private,Hispanic / Latino,2014,Number,10322,
54,West Virginia,Medicare,Hispanic / Latino,2014,Percent,0.10445,0.049898
54,West Virginia,Medicare,Hispanic / Latino,2014,Number,2276,
54,West Virginia,Employer,Hispanic / Latino,2014,Percent,0.44621,0.119436
54,West Virginia,Employer,Hispanic / Latino,2014,Number,9723,
54,West Virginia,Medicaid/CHIP,Hispanic / Latino,2014,Percent,0.28889,0.108391
54,West Virginia,Medicaid/CHIP,Hispanic / Latino,2014,Number,6295,
54,West Virginia,Individual,Hispanic / Latino,2014,Percent,0.02749,0.027772
54,West Virginia,Individual,Hispanic / Latino,2014,Number,599,
54,West Virginia,Uninsured,Hispanic / Latino,2014,Percent,0.13295,0.055429
54,West Virginia,Uninsured,Hispanic / Latino,2014,Number,2897,
54,West Virginia,Insured,White,2014,Percent,0.91385,0.006827
54,West Virginia,Insured,White,2014,Number,1545557,
54,West Virginia,Public,White,2014,Percent,0.40309,0.012424
54,West Virginia,Public,White,2014,Number,681720,
54,West Virginia,Private,White,2014,Percent,0.51077,0.014154
54,West Virginia,Private,White,2014,Number,863837,
54,West Virginia,Medicare,White,2014,Percent,0.223,0.003926
54,West Virginia,Medicare,White,2014,Number,377153,
54,West Virginia,Employer,White,2014,Percent,0.48502,0.013694
54,West Virginia,Employer,White,2014,Number,820287,
54,West Virginia,Medicaid/CHIP,White,2014,Percent,0.18008,0.012185
54,West Virginia,Medicaid/CHIP,White,2014,Number,304567,
54,West Virginia,Individual,White,2014,Percent,0.02575,0.003331
54,West Virginia,Individual,White,2014,Number,43550,
54,West Virginia,Uninsured,White,2014,Percent,0.08615,0.006827
54,West Virginia,Uninsured,White,2014,Number,145699,
54,West Virginia,Insured,African-American / Black,2014,Percent,0.89194,0.033112
54,West Virginia,Insured,African-American / Black,2014,Number,57516,
54,West Virginia,Public,African-American / Black,2014,Percent,0.45052,0.058903
54,West Virginia,Public,African-American / Black,2014,Number,29051,
54,West Virginia,Private,African-American / Black,2014,Percent,0.44143,0.065244
54,West Virginia,Private,African-American / Black,2014,Number,28465,
54,West Virginia,Medicare,African-American / Black,2014,Percent,0.15979,0.02273
54,West Virginia,Medicare,African-American / Black,2014,Number,10304,
54,West Virginia,Employer,African-American / Black,2014,Percent,0.4209,0.066157
54,West Virginia,Employer,African-American / Black,2014,Number,27141,
54,West Virginia,Medicaid/CHIP,African-American / Black,2014,Percent,0.29072,0.054709
54,West Virginia,Medicaid/CHIP,African-American / Black,2014,Number,18747,
54,West Virginia,Individual,African-American / Black,2014,Percent,0.02053,0.013425
54,West Virginia,Individual,African-American / Black,2014,Number,1324,
54,West Virginia,Uninsured,African-American / Black,2014,Percent,0.10806,0.033112
54,West Virginia,Uninsured,African-American / Black,2014,Number,6968,
54,West Virginia,Insured,Asian,2014,Percent,0.87516,0.079177
54,West Virginia,Insured,Asian,2014,Number,9898,
54,West Virginia,Public,Asian,2014,Percent,0.24916,0.120714
54,West Virginia,Public,Asian,2014,Number,2818,
54,West Virginia,Private,Asian,2014,Percent,0.626,0.127901
54,West Virginia,Private,Asian,2014,Number,7080,
54,West Virginia,Medicare,Asian,2014,Percent,0.12193,0.084195
54,West Virginia,Medicare,Asian,2014,Number,1379,
54,West Virginia,Employer,Asian,2014,Percent,0.47126,0.123736
54,West Virginia,Employer,Asian,2014,Number,5330,
54,West Virginia,Medicaid/CHIP,Asian,2014,Percent,0.12723,0.097214
